"pred","outcome"
0.5774568303,0
0.00874267380000004,0
0.016448972,0
0.1848940158,0
0.7424379089,1
0.0204053436,0
0.0977067689,0
0.2716872302,0
0.5896422828,0
0.00696764549999995,0
0.0109884032999999,0
0.00849599609999996,0
0.0576816239,0
0.1337525643,0
0.5551974149,1
0.9501104237,1
0.00168232079999997,0
0.6461300433,1
0.5203033403,1
0.4028136412,1
0.0113613491,0
0.8304182337,1
0.00803907039999996,0
0.1466702204,0
0.7262000855,0
0.7627506296,0
0.1076716006,0
0.60438568,0
0.2063385716,0
0.0888543562,0
0.1723759877,0
0.050088016,0
0.2009887207,0
0.0136778583,0
0.00786418889999996,0
0.7946185267,1
0.0957564449,0
0.0552207298,0
0.1620386988,0
0.00137782630000005,0
0.5999685035,1
0.9413683547,1
0.0758468197,0
0.0134973763,0
0.0360251834999999,0
0.3672219631,1
0.0321188610000001,0
0.0344389052,0
0.0159726694,0
0.0493746993,1
0.1482778275,1
0.3562710595,1
0.5003180317,0
0.1989283829,1
0.9534534017,1
0.0114794214,0
0.0399334987,0
0.0112540701,0
0.5085200247,1
0.00950675560000003,0
0.0218712935000001,0
0.00301535210000003,0
0.343245369,1
0.00194633330000005,0
0.4821840381,0
0.3408531913,1
0.643214194,1
0.0678428189,1
0.3809893479,1
0.0135187949,0
0.0161080913,0
0.9903076537,1
0.1702767001,0
0.03108238,0
0.0185329425,0
0.00264536439999996,0
0.0828185075,0
0.2716348222,0
0.00164413060000002,0
0.1064753954,0
0.2131167085,0
0.1937794536,0
0.00257629619999999,0
0.0356592596,0
0.00658267530000001,0
0.00202603550000002,0
0.00649093720000005,0
0.0119923063,0
0.00292267499999999,0
0.0141757152,0
0.00895949959999998,0
0.1105476141,0
0.0183295016,0
0.9946812103,1
0.9797188121,1
0.7810921496,1
0.00627531449999996,0
0.1647812727,0
0.1133259116,1
0.0392994897,0
0.0496312907999999,0
0.6786691877,1
0.2442986334,0
0.0326756448,0
0.00127406370000005,0
0.00985748509999995,0
0.0124037647,0
0.0545790076,0
0.0132261471,0
0.0438037999000001,0
0.9089749413,1
0.012831582,1
0.866171593,0
0.8410213916,0
0.9624696141,1
0.0131445591,0
0.3467817193,1
0.0114992444999999,0
0.1901407615,0
0.964308291,1
0.4338685775,1
0.1062293344,0
0.8067754861,1
0.5157027469,1
0.5495383828,0
0.3817260008,0
0.0634170055,0
0.9826811538,1
0.4525016225,1
0.000968995599999967,0
0.2994949544,1
0.0160849287,0
0.5354277048,1
0.9962720068,1
0.00469303489999995,0
0.8543102899,1
0.3121031355,1
0.00799149769999996,0
0.0136567292999999,0
0.7637358758,0
0.6677885261,1
0.0223254248,0
0.0518860757,0
0.0372056443,0
0.0208521677,0
0.3234232281,0
0.0221496814,0
0.0152404054,0
0.0227671173,0
0.2030640138,1
0.2261968275,1
0.9759341877,1
0.6062215785,0
0.4682800629,0
0.0298792036,0
0.0145745217,0
0.0194438938,0
0.3918561326,0
0.0463343914,0
0.0187856996,0
0.0271272677,0
0.028000396,0
0.0118616685,0
0.6381376617,1
0.00763760599999996,0
0.00373267980000003,0
0.5105187605,0
0.8798083626,0
0.027876212,0
0.0385592009,0
0.0295615592,1
0.0481721786,0
0.0212644938,0
0.00410114959999996,0
0.6591987323,1
0.0391387701,0
0.0128267511,0
0.0348904903,0
0.7695824931,1
0.5728122262,1
0.4626506631,1
0.5596117148,1
0.0207448968,0
0.021932518,0
0.0450552711,0
0.8344003805,0
0.0189164959,0
0.0760877353,0
0.4751144077,1
0.0364247,0
0.8882507161,1
0.1219874062,0
0.00295637299999996,0
0.051736759,0
0.6183855671,0
0.0706883421,0
0.0351929651,0
0.4291667888,1
0.010631352,0
0.418406235,0
0.00707057489999996,0
0.7545454549,1
0.0270948312,0
0.2923315611,0
0.0367840574,0
0.0468601277,0
0.0507893776,0
0.0322705784,0
0.0362463169,0
0.3977962464,1
0.0305724707,0
0.5394512977,0
0.2122168197,0
0.0183175925,0
0.0148413622,0
0.0425854038,0
0.0676628947,0
0.0366446945,0
0.0278375526,0
0.7327471484,0
0.039445058,0
0.341635219,0
0.8730365675,1
0.2815942235,1
0.9637614929,1
0.6804852948,1
0.0512767087,0
0.0176556328,0
0.0954714117,0
0.041170652,0
0.476329554,0
0.9877000069,1
0.9671370625,1
0.00539154409999998,0
0.9503955892,1
0.2729796388,1
0.0276228645,0
0.0416946656,0
0.0518085141,0
0.0313128665,0
0.0304129033,0
0.00264345349999995,0
0.0133026935,0
0.982433639,1
0.9746494482,1
0.0395040289,0
0.0755772567,0
0.679353042,1
0.9116531594,1
0.9657552554,1
0.8674770316,0
0.0959030394,0
0.374411264,0
0.9425581934,1
0.0246704891,0
0.2074645467,0
0.5121450865,1
0.1656930136,1
0.9586047528,1
0.9648296047,1
0.9656501147,1
0.9881727161,1
0.5049475927,1
0.4660223231,1
0.3733841682,1
0.9076417783,1
0.9479212019,1
0.9614741649,1
0.8220518151,1
0.6172375259,1
0.0296919495,1
0.4141765698,1
0.9845561463,1
0.8830873283,0
0.1256306085,0
0.3005971412,0
0.9813196717,1
0.0223254248,0
0.4877065178,1
0.8889066533,1
0.8190120005,0
0.5828422058,1
0.7946787526,1
0.7469602741,1
0.4923008692,1
0.3165347647,0
0.2349372972,0
0.5028041206,0
0.1428904123,0
0.7329102674,1
0.0319835268000001,0
0.00765171870000003,0
0.8346564319,1
0.7365989505,1
0.6306065845,1
0.1954936067,0
0.0221730464,0
0.9797433225,1
0.8502229431,1
0.6049402879,0
0.5895096832,1
0.4405452749,1
0.5689311756,1
0.9602935411,1
0.5216043532,1
0.9900167884,1
0.1613926419,0
0.6001646429,1
0.8309748493,1
0.5437394376,1
0.1695967771,0
0.0643123479,0
0.3391963279,0
0.2262595753,0
0.6558182643,1
0.6840358868,0
0.2653606098,0
0.3922419122,0
0.0988165237,0
0.1820265862,0
0.989520912,1
0.2199169808,0
0.9706575669,1
0.9892931452,1
0.7193086449,0
0.9222101182,1
0.4140875566,1
0.0296128468,0
0.8434755474,1
0.6416151932,1
0.3015141157,0
0.4461815224,1
0.176276636,1
0.9696379759,1
0.5158421564,0
0.8924720935,1
0.9472126575,1
0.9488739441,1
0.9378861961,1
0.5887650883,1
0.8042021739,1
0.9192511905,1
0.9086398937,1
0.9353589205,1
0.9115985775,1
0.6759223457,1
0.6954422332,1
0.6416840338,0
0.9779590694,1
0.0791755609,1
0.0244781401,0
0.6657201233,1
0.963272023,1
0.8762748753,0
0.5057760499,1
0.7906724388,1
0.7287522965,1
0.112647761,1
0.917408284,1
0.5872049861,1
0.0310328317,1
0.4958420297,0
0.0527591526,0
0.00563821099999995,0
0.7769856881,1
0.5125930054,1
0.0327308434,0
0.0754820141,0
0.9523469225,1
0.6107221897,1
0.9824576059,1
0.9309293864,1
0.0941532271,0
0.8713466516,1
0.259668741,0
0.6015072057,1
0.9824576059,1
0.7398531455,0
0.0469299687,0
0.6873045948,1
0.2972596839,1
0.4131631368,1
0.9535473753,1
0.9604462386,1
0.9443215248,1
0.9186228962,1
0.836030798,0
0.1065093667,1
0.8690682551,1
0.00604281169999998,0
0.743617998,1
0.4487188843,1
0.4451232753,1
0.0465569808,0
0.180842812,0
0.0290908072,0
0.0387770723,0
0.6224993428,1
0.6528830139,1
0.9266012364,1
0.4107018766,1
0.7375423298,1
0.0294762383,0
0.3008253991,1
0.9852357565,1
0.1307178456,0
0.2945107419,1
0.712925662,1
0.1028842973,0
0.1740270874,0
0.7618878217,1
0.9870515117,1
0.3032980716,1
0.9667259122,1
0.0548008255,0
0.034613254,1
0.645128427,0
0.9562775096,1
0.9847649624,1
0.8244127655,1
0.0262870682,0
0.9107690674,1
0.7370123229,1
0.1779062625,1
0.00257244869999995,0
0.9748303497,1
0.7432365363,1
0.7757312536,1
0.8857944319,1
0.8782996839,1
0.7180981015,1
0.9896436582,1
0.7233845727,1
0.7498389467,1
0.020080089,0
0.0913414179000001,0
0.9511370633,1
0.7741351038,1
0.0547555259,0
0.6550955116,1
0.672840845,1
0.9716184663,1
0.4169486403,1
0.09006303,0
0.0486594964,0
0.9986090015,1
0.3758742052,1
0.8099333796,1
0.1898732962,0
0.6102958569,1
0.9312548749,1
0.4091936011,1
0.2828677085,1
0.9788407428,1
0.9409476358,1
0.2687826924,0
0.9676466056,1
0.9181131878,1
0.9403641637,1
0.9787879986,1
0.9616922267,1
0.7335548292,1
0.7641636151,1
0.3196823203,1
0.1601040901,1
0.9629873229,1
0.0249545254,0
0.4817767758,1
0.0202903834,0
0.0850342124,0
0.0314643981,0
0.9129018651,1
0.8126602328,1
0.1247456678,1
0.1858509229,1
0.0331481214,0
0.9916727417,1
0.0518860757,0
0.1999579616,1
0.115349565,0
0.9891661893,1
0.879304816,1
0.929245236,1
0.0461855739,0
0.00838829460000001,0
0.2682289492,1
0.8628875596,1
0.8170470463,1
0.9881324244,1
0.9933253246,1
0.021877267,0
0.1669570747,1
0.4275050241,1
0.868173542,1
0.9795352023,1
0.9435774284,0
0.9723221076,1
0.9672380064,1
0.59493313,1
0.9562199628,1
0.9916811442,1
0.2915864677,1
0.9814994306,1
0.8457840198,1
0.9626241024,1
0.9712752383,1
0.4758376829,0
0.5043260558,1
0.9767044255,1
0.9580912178,0
0.3489243252,1
0.8907322492,1
0.8491904417,1
0.3728997324,0
0.3418462764,1
0.6686457246,1
0.6336637928,1
0.9349146529,1
0.976566208,1
0.0857754214999999,0
0.0058286179,0
0.7188630549,1
0.2898954756,0
0.9190134925,1
0.9730518413,1
0.2268350584,0
0.5491176849,1
0.131224983,0
0.9680628991,1
0.8848915047,1
0.0119874632,0
0.7426751812,1
0.1470886953,0
0.0604366817999999,0
0.771949459,1
0.5958518257,0
0.0384289038,0
0.6804989376,0
0.0422590457000001,0
0.4776430573,1
0.9845653268,0
0.2964021972,0
0.0246400208000001,0
0.1960143903,0
0.8751762882,1
0.8631885051,1
0.5887980625,1
0.0352088518,0
0.9760363908,1
0.00785965870000005,0
0.9795583125,1
0.0292932044000001,0
0.6574356614,1
0.2546905684,0
0.9951496191,1
0.9417368391,1
0.0198052996,0
0.9573727506,1
0.8185990687,1
0.8502904223,1
0.9741117386,1
0.6927729111,1
0.6146527371,1
0.9264343734,1
0.2049105883,1
0.8057915227,1
0.9647516829,1
0.0241659294,0
0.4065745286,0
0.1401037389,0
0.9737388973,1
0.9423618547,1
0.9670014731,1
0.4992990495,0
0.9914648395,1
0.9641667176,1
0.0405417227,0
0.9007959937,1
0.2440797259,0
0.0583914108,0
0.00531926429999996,0
0.9905995391,1
0.0804437944,1
0.8318300835,1
0.7900239727,1
0.5888742647,1
0.4107555818,1
0.0546048358,0
0.0977807701,0
0.2012627317,0
0.0629965295,0
0.6249254178,1
0.6641799833,0
0.0149083117,0
0.0294620947000001,0
0.4438801466,1
0.4002657671,0
0.4106556863,1
0.9081165431,1
0.9588966455,1
0.7181564214,1
0.9718134713,1
0.9641373435,1
0.8130916531,1
0.8079386939,0
0.3414655766,1
0.784013598,1
0.2527041974,1
0.0291378666,0
0.7462002286,1
0.5004365692,1
0.786237202,1
0.9058465642,1
0.8717369363,1
0.2552695622,0
0.0885852279,0
0.795461782,1
0.8548842289,1
0.9828021373,1
0.4195014722,0
0.8492248786,1
0.6468028426,1
0.9682648044,1
0.1332596096,0
0.4196590263,1
0.8093522414,1
0.9664898724,1
0.0411621589,0
0.2094088899,0
0.2401299752,1
0.0827266675,0
0.9765996913,1
0.7387574417,1
0.5915252637,1
0.1910180556,1
0.587425063,1
0.0285009865,0
0.9462578051,1
0.6350053524,1
0.7164629411,0
0.7919467384,1
0.9048937131,1
0.6199402709,0
0.504540904,1
0.0485193681,0
0.0570533749,0
0.9499997284,1
0.0235638381,0
0.6816946526,1
0.8490657583,1
0.0304218737,0
0.4679547121,1
0.0215128282,0
0.0502340999000001,0
0.4530873489,1
0.0115881291,0
0.8366613424,1
0.1227773248,0
0.147398443,0
0.7037501391,1
0.1489292747,1
0.1738962347,1
0.9379281225,1
0.2216893523,1
0.9057469946,0
0.700354796,0
0.884276192,1
0.519531011,1
0.9796997505,1
0.9816199227,1
0.3349341313,1
0.185312554,1
0.870775444,1
0.3612297552,1
0.1999809426,0
0.022679801,0
0.9548372055,1
0.2279230463,1
0.58564772,1
0.8459213291,1
0.0680274713,0
0.089925824,0
0.7669320646,1
0.5299584177,0
0.597034252,1
0.664525649,1
0.0141598764,0
0.5578303018,1
0.0433318774,0
0.00537897740000004,0
0.9622105601,1
0.761728366,1
0.9886451317,1
0.9756557233,1
0.9788532573,1
0.4717588566,1
0.9793156529,1
0.5601485455,0
0.9711714268,1
0.00763760599999996,0
0.9048887584,1
0.0148952129,0
0.489467879,1
0.4066923239,0
0.6068324096,1
0.8607901611,1
0.1476674569,0
0.359511842,1
0.6199402709,1
0.5848028421,0
0.6344462545,1
0.9764053246,1
0.7069888439,0
0.6366367515,1
0.0164032437,0
0.3331717617,0
0.0153301288,0
0.585651936,1
0.3796831368,0
0.9553251288,1
0.0372328789,0
0.5919714889,1
0.6931233852,1
0.7030405567,0
0.6928464904,1
0.0394000124,0
0.9696379759,1
0.9698673142,1
0.0140857867,0
0.9813066824,1
0.4307973497,1
0.6367188565,1
0.5509845033,1
0.0194808217,0
0.0227701444,0
0.7945004602,1
0.9579640985,1
0.021539764,0
0.3431297093,0
0.506709079,1
0.2851815475,1
0.5340596663,1
0.9308043961,1
0.0242768299,0
0.0783182676,0
0.302392296,0
0.2993307656,0
0.9678669706,1
0.299515796,0
0.9698081452,0
0.7577366291,1
0.9779474237,1
0.0442590716,0
0.9217776445,1
0.1642768345,0
0.9675467439,1
0.1377561418,0
0.3972863537,1
0.023697959,0
0.030295597,0
0.4638588629,1
0.0329153465000001,0
0.9827140801,1
0.5741378548,1
0.9522296486,1
0.7441074822,1
0.0452849388,0
0.1448318737,0
0.8732414236,1
0.2480002194,0
0.2691649559,1
0.939809873,1
0.7227673947,1
0.5404753115,1
0.0128267511,0
0.9784957906,1
0.5684601875,0
0.078377004,0
0.8766022559,1
0.5786173743,1
0.9046102477,1
0.9897370836,1
0.9476983724,1
0.6377005983,0
0.2712864279,0
0.2785595377,1
0.0730719755,0
0.989520912,1
0.7208073318,1
0.1548786741,0
0.9787291954,1
0.1531393081,0
0.961910781,1
0.9599352935,1
0.1973334445,0
0.9725826556,1
0.7868882879,1
0.9734443662,1
0.9841308522,1
0.9827664709,1
0.696459135,0
0.1112656778,1
0.2444677078,1
0.7787745052,0
0.193934562,0
0.9104995344,1
0.0290994923,0
0.9549038143,1
0.1557262533,1
0.9146432401,1
0.4896225643,1
0.9658665782,1
0.0560975767,0
0.1333407619,1
0.0456756112,0
0.9839255236,1
0.2846380885,0
0.4851524035,1
0.7216146344,1
0.0188965527,0
0.7853365396,1
0.6792219206,1
0.643067471,1
0.4059845714,0
0.8721949986,1
0.9509309452,1
0.037364442,0
0.3637893602,0
0.9581930323,1
0.0532695489,0
0.9427040355,1
0.0447829605,0
0.9488757665,1
0.0561060554,0
0.6063565966,1
0.6008608446,0
0.9053638295,1
0.259653286,1
0.1474548935,0
0.1693184488,1
0.0403054443,0
0.0222230247,0
0.5562938037,0
0.0407065662,1
0.9828903526,1
0.0532636464,0
0.6536765563,0
0.4210485393,0
0.9151475504,1
0.0232300177,0
0.5796650944,1
0.606247679,0
0.804379486,0
0.0376251211,0
0.5693978994,0
0.6781183367,1
0.8396610757,1
0.9831436791,1
0.1680957813,0
0.2021739553,0
0.979865703,1
0.885797715,0
0.0118189637,0
0.5869469037,1
0.9477264766,1
0.2408590315,0
0.8937326719,1
0.6788253058,1
0.2303078554,0
0.0159953913999999,0
0.378906156,0
0.4841691445,1
0.7746426727,1
0.9788072886,1
0.6153565396,1
0.7223192042,1
0.8456079572,1
0.3625852631,0
0.9479559098,1
0.0308309017,0
0.9647448358,1
0.7709119191,1
0.5741122461,1
0.4248275918,1
0.048398603,0
0.9386513659,1
0.5736062608,1
0.7807885119,1
0.2077890678,0
0.6261418537,1
0.6706367805,1
0.6952885148,1
0.6985647096,1
0.1364334345,0
0.0292387297,0
0.6469756846,0
0.0114273823,0
0.0371233113,0
0.0421446568,0
0.0195220234,0
0.9598735531,1
0.5361171783,1
0.8863108642,1
0.9824532078,1
0.9900477881,1
0.0641490292,0
0.9868759625,1
0.9144789392,1
0.0502340999000001,0
0.0146722766,0
0.9458276888,1
0.9856005285,1
0.0265072696999999,0
0.9576192737,1
0.4887777704,0
0.9821936538,1
0.00854765850000005,1
0.9609123158,1
0.6526053747,1
0.9327246166,1
0.1270375132,0
0.0214896991,0
0.9309500489,1
0.9064531266,1
0.9896705334,1
0.6374029355,0
0.844419554,1
0.7679628577,0
0.6505033834,0
0.6349609626,1
0.7759259119,1
0.6465270344,1
0.7501331019,1
0.4232541458,0
0.5248265199,1
0.8294572271,1
0.0210817612999999,0
0.8615365007,1
0.9566274516,1
0.4075333718,0
0.4150672776,1
0.0196542238,0
0.0500862778,0
0.0296692117,0
0.00504642180000003,0
0.0384289038,0
0.4728847069,0
0.9640343353,1
0.7203295013,1
0.3245675435,1
0.0236180484,0
0.00409256499999999,0
0.0111164998,0
0.00892881580000005,0
0.851549909,1
0.0189825906,0
0.00893677999999998,0
0.00888704699999998,0
0.00592343039999998,0
0.0592570132,0
0.3519197473,1
0.01440857,0
0.00740975880000005,0
0.0162209267,0
0.00213086939999996,0
0.5640739953,1
0.0108452117,0
0.8535494509,1
0.00652876040000006,0
0.00951413109999999,0
0.00737831320000004,0
0.0860189357,1
0.0124147121,0
0.357624573,1
0.0100829917,0
0.0169782401,0
0.00144186909999999,0
0.00488492470000002,0
0.7221048029,1
0.00946627879999995,0
0.0830453565,0
0.3258355463,0
0.1012983173,0
0.0122786429,0
0.0286948661,0
0.647396125,1
0.0112501622,0
0.00138485219999995,0
0.00631490779999999,0
0.0164916749,0
0.0219239484,0
0.00749768579999999,0
0.0346251386999999,0
0.0188478648,0
0.00522478189999998,0
0.0194551089,0
0.00606468849999997,0
0.3338701443,1
0.0157661435999999,0
0.0183834652,0
0.0199970917,0
0.3301451461,1
0.00860497090000001,0
0.0137651341,0
0.5428431689,1
0.0095153456,0
0.0272937223,0
0.0219920235,0
0.0130391109,0
0.000522767099999988,0
0.5327549231,0
0.00588371180000002,0
0.0212354574,0
0.0116229426,0
0.00876276450000002,0
0.010006899,0
0.0139371441,0
0.0151724224000001,0
0.00922620890000003,0
0.3022866145,0
0.00668638040000002,0
0.019612541,0
0.00932689529999997,0
0.00727892959999998,0
0.0113309163999999,0
0.00556893709999995,0
0.00892807399999995,0
0.1543156272,1
0.3537112639,0
0.4735784144,1
0.0199004168,0
0.00381855170000001,0
0.00742617509999999,0
0.00901500259999999,0
0.00155060910000004,0
0.2239223686,1
0.00500315510000005,0
0.0167426339,0
0.00895097950000001,0
0.0168100953,0
0.00641498190000001,0
0.00498739319999997,0
0.0150936121,0
0.00962698019999997,0
0.0128941433999999,0
0.00623662579999995,0
0.3072459339,1
0.0101150498,0
0.4505305592,1
0.00721053500000002,0
0.1703601915,1
0.00568095889999998,0
0.00288670270000002,0
0.0152990166,0
0.0010488729,0
0.5845798121,0
0.0139791915,0
0.5833512651,1
0.3092298135,0
0.9569083454,1
0.6244404247,1
0.031004322,0
0.9700587039,1
0.2942895364,0
0.9667380007,1
0.9894494709,0
0.0754191462,0
0.5179027777,0
0.9923546885,1
0.4537428615,0
0.8698097751,1
0.8641042379,1
0.9614741649,1
0.4652844701,0
0.0310607178,0
0.0134699129,0
0.1174017737,0
0.0504573077,0
0.8197964849,1
0.5665878288,1
0.0475707786,0
0.0172030586,0
0.416488922,0
0.954425172,1
0.4114694849,1
0.7522034666,1
0.0242029948,0
0.180842812,0
0.8192103301,1
0.9553490702,1
0.1281065182,0
0.9700587039,1
0.9361328169,1
0.906787626,1
0.1653054652,1
0.1593905653,1
0.8815067295,0
0.0240891118,0
0.9830774282,1
0.2513288647,0
0.8489215964,1
0.9784354231,1
0.1873094517,0
0.5930733636,0
0.9274862754,1
0.5344981602,0
0.6868325574,1
0.7591572126,1
0.1380546918,0
0.0391092763000001,0
0.0232869361,0
0.0827865688,0
0.00419686190000002,0
0.3852602601,0
0.1137315517,0
0.2914761555,0
0.8684852109,1
0.0403043212,0
0.9102243403,1
0.9965077059,1
0.9844168053,1
0.9903681256,1
0.84575211,1
0.8442503823,1
0.154359224,0
0.4192859102,1
0.3058700341,0
0.0339189975,0
0.2206941323,0
0.6041394882,0
0.0609618722,0
0.6527221179,0
0.9534122826,1
0.9912172261,1
0.00353418390000004,0
0.9074279521,1
0.0669773601,0
0.00497362349999997,0
0.5873309401,0
0.1304864358,0
0.0375869832,0
0.121678193,0
0.6730393273,1
0.5780802816,0
0.073232505,0
0.8967555463,1
0.0421446568,0
0.8058201889,1
0.00695405930000004,0
0.0206437367,0
0.0287811075,0
0.0232958586999999,0
0.9808443564,1
0.3064644723,0
0.486140067,0
0.9780331074,1
0.3424210705,1
0.0639316652,0
0.9046763918,1
0.6334263896,1
0.9879744093,1
0.0228006737000001,0
0.0102779164,0
0.6526053747,1
0.4110430958,0
0.2892233428,1
0.0572031962,1
0.0598387176,0
0.6513844363,1
0.1003144411,0
0.0580146619,0
0.0572652628,0
0.6528830139,0
0.7116655631,1
0.9930305492,1
0.0186683875,0
0.9286059677,0
0.0791595999,1
0.0766208971,0
0.0338612791,0
0.0429391003,0
0.0320584393,0
0.0262033553,0
0.0376019334,0
0.7696106667,1
0.0632596822,0
0.00594376050000001,0
0.0393448542,0
0.6266190701,1
0.0176303029,0
0.0582009014,0
0.0330961009,0
0.0686689874,0
0.0330364077,0
0.0866841843,0
0.3467802146,0
0.1107108423,1
0.1050914327,0
0.9507352189,1
0.8140143468,1
0.00216242529999999,0
0.0214091292,0
0.1134023273,0
0.9449009063,1
0.9297275907,1
0.03611118,0
0.713057051,1
0.0289731702,0
0.0428925518,0
0.4471310549,1
0.06360795,0
0.0471004202999999,0
0.0582408722,0
0.0529813054,0
0.0334529845,0
0.9969033961,1
0.7062142617,1
0.00492616050000005,0
0.0279027777999999,0
0.0423028235,0
0.5272339701,0
0.049873733,0
0.0299482609,0
0.057171165,0
